area,Year,temperature_no_mean,temperature_no_sd,salinity_no_mean,salinity_no_sd,turbidity_no_mean,turbidity_no_sd
1,2016,8.144839166666667,1.3145811014610804,31.422935833333334,0.21724297661847655,0.3304168067226891,0.06983250095561926
1,2017,7.713283055555555,2.482526846464469,31.381373888888888,0.5849222163714507,0.43859075630252103,0.20177651392473162
2,2016,9.919876666666667,0.8440619593464015,31.25972564102564,0.2744352703511924,0.4412672268907563,0.15948488165385144
2,2017,7.645742613636363,2.440990671780179,31.344920819112627,0.6124762702195214,0.44570057273768615,0.1552287212652185
3,2016,8.093028125,1.8042529543329127,31.184562258064517,0.30066092680543965,0.5516427631578947,0.20277810275608227
3,2017,7.603810277777778,2.3992830810857546,31.289024882186617,0.5586260447987209,0.5882057330827067,0.2424213781540392
4,2016,8.246200416666667,1.779981027295293,31.035987272727272,0.30943319433293687,0.8907929203539823,0.28210796899747104
4,2017,7.935373781291172,2.595448575925698,31.06162457142857,0.6184477270073749,0.8798116689280868,0.21463347366108815
